station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
DFW,2021-02-09 13:15,,,,340.00,11.00,,30.14,,3.50,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091315Z AUTO 34011KT 3SM -DZ BR OVC004 M01/M02 A3013 RMK T10101020 MADISHF
DFW,2021-02-09 13:20,,,,330.00,14.00,,30.15,,4.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091320Z AUTO 33014KT 4SM -DZ BR OVC004 M01/M02 A3014 RMK T10101020 MADISHF
DFW,2021-02-09 13:25,,,,340.00,11.00,,30.15,,4.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091325Z AUTO 34011KT 4SM -DZ BR OVC004 M01/M02 A3014 RMK T10101020 MADISHF
DFW,2021-02-09 13:30,,,,330.00,11.00,,30.15,,4.00,,OVC,,,,499.00,,,,-RA BR,,,,,,,,KDFW 091330Z AUTO 33011KT 4SM -RA BR OVC004 M01/M02 A3014 RMK T10101020 MADISHF
DFW,2021-02-09 13:35,,,,340.00,13.00,,30.15,,4.00,,OVC,,,,499.00,,,,-RA BR,,,,,,,,KDFW 091335Z AUTO 34013KT 4SM -RA BR OVC004 M01/M02 A3014 RMK T10101020 MADISHF
DFW,2021-02-09 13:40,,,,340.00,11.00,,30.16,,4.00,,OVC,,,,499.00,,,,-RA BR,,,,,,,,KDFW 091340Z AUTO 34011KT 4SM -RA BR OVC004 M01/M02 A3015 RMK T10101020 MADISHF
DFW,2021-02-09 13:45,,,,330.00,13.00,,30.16,,4.00,,OVC,,,,499.00,,,,-RA BR,,,,,,,,KDFW 091345Z AUTO 33013KT 4SM -RA BR OVC004 M01/M02 A3015 RMK T10101020 MADISHF
DFW,2021-02-09 13:50,,,,340.00,11.00,,30.16,,4.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091350Z AUTO 34011KT 4SM -DZ BR OVC004 M01/M02 A3015 RMK T10101020 MADISHF
DFW,2021-02-09 13:53,30.00,28.90,95.61,340.00,12.00,T,30.16,1021.50,3.00,,OVC,,,,500.00,,,,-DZ BR,0.01,,,,,,19.46,KDFW 091353Z 34012KT 3SM -DZ BR OVC005 M01/M02 A3016 RMK AO2 SFC VIS 4 DZE30B46RAB30E46 SLP215 P0000 I1001 T10111017
DFW,2021-02-09 13:55,,,,340.00,9.00,,30.16,,4.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091355Z AUTO 34009KT 4SM -DZ BR OVC004 M01/M02 A3015 RMK T10101020 MADISHF
DFW,2021-02-09 14:00,,,,340.00,11.00,,30.16,,4.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091400Z AUTO 34011KT 4SM -DZ BR OVC004 M01/M02 A3015 RMK T10101020 MADISHF
DFW,2021-02-09 14:05,,,,340.00,11.00,,30.16,,4.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091405Z AUTO 34011KT 4SM -DZ BR OVC004 M01/M02 A3015 RMK T10101020 MADISHF
DFW,2021-02-09 14:10,,,,340.00,10.00,,30.16,,3.50,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091410Z AUTO 34010KT 3SM -DZ BR OVC004 M01/M02 A3015 RMK T10101020 MADISHF
DFW,2021-02-09 14:15,,,,330.00,11.00,,30.16,,3.50,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091415Z AUTO 33011KT 3SM -DZ BR OVC004 M01/M02 A3015 RMK T10101020 MADISHF
DFW,2021-02-09 14:20,,,,330.00,11.00,,30.17,,3.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091420Z AUTO 33011KT 3SM -DZ BR OVC004 M01/M02 A3017 RMK T10101020 MADISHF
DFW,2021-02-09 14:25,,,,330.00,11.00,,30.17,,3.50,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091425Z AUTO 33011KT 3SM -DZ BR OVC004 M01/M02 A3017 RMK T10101020 MADISHF
DFW,2021-02-09 14:30,,,,340.00,10.00,,30.18,,3.50,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091430Z AUTO 34010KT 3SM -DZ BR OVC004 M01/M02 A3018 RMK T10101020 MADISHF
DFW,2021-02-09 14:35,,,,340.00,13.00,,30.18,,3.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091435Z AUTO 34013KT 3SM -DZ BR OVC004 M01/M02 A3018 RMK T10101020 MADISHF
DFW,2021-02-09 14:40,,,,340.00,11.00,,30.18,,3.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091440Z AUTO 34011KT 3SM -DZ BR OVC004 M01/M02 A3018 RMK T10101020 MADISHF
DFW,2021-02-09 14:45,,,,330.00,11.00,,30.18,,3.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091445Z AUTO 33011KT 3SM -DZ BR OVC004 M01/M02 A3018 RMK T10101020 MADISHF
DFW,2021-02-09 14:50,,,,340.00,11.00,,30.18,,3.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091450Z AUTO 34011KT 3SM -DZ BR OVC004 M01/M02 A3018 RMK T10101020 MADISHF
DFW,2021-02-09 14:53,30.00,28.90,95.61,340.00,11.00,T,30.18,1022.10,3.00,,OVC,,,,500.00,,,,-DZ BR,,0.01,,,,,19.94,KDFW 091453Z 34011KT 3SM -DZ BR OVC005 M01/M02 A3018 RMK AO2 SLP221 P0000 60000 I3001 T10111017 51020
DFW,2021-02-09 14:55,,,,330.00,11.00,,30.18,,3.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091455Z AUTO 33011KT 3SM -DZ BR OVC004 M01/M02 A3018 RMK T10101020 MADISHF
DFW,2021-02-09 15:00,,,,330.00,11.00,,30.18,,3.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091500Z AUTO 33011KT 3SM -DZ BR OVC004 M01/M02 A3018 RMK T10101020 MADISHF
DFW,2021-02-09 15:05,,,,340.00,11.00,,30.18,,3.50,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091505Z AUTO 34011KT 3SM -DZ BR OVC004 M01/M02 A3018 RMK T10101020 MADISHF
DFW,2021-02-09 15:10,,,,340.00,11.00,,30.18,,4.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091510Z AUTO 34011KT 4SM -DZ BR OVC004 M01/M02 A3018 RMK T10101020 MADISHF
DFW,2021-02-09 15:15,,,,340.00,11.00,,30.19,,4.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091515Z AUTO 34011KT 4SM -DZ BR OVC004 M01/M02 A3019 RMK T10101020 MADISHF
DFW,2021-02-09 15:20,,,,340.00,11.00,,30.19,,3.50,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091520Z AUTO 34011KT 3SM -DZ BR OVC004 M01/M02 A3019 RMK T10101020 MADISHF
DFW,2021-02-09 15:25,,,,330.00,11.00,,30.19,,3.50,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091525Z AUTO 33011KT 3SM -DZ BR OVC004 M01/M02 A3019 RMK T10101020 MADISHF
DFW,2021-02-09 15:30,,,,330.00,11.00,,30.19,,4.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091530Z AUTO 33011KT 4SM -DZ BR OVC004 M01/M02 A3019 RMK T10101020 MADISHF
DFW,2021-02-09 15:35,,,,340.00,11.00,,30.19,,4.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091535Z AUTO 34011KT 4SM -DZ BR OVC004 M01/M02 A3019 RMK T10101020 MADISHF
DFW,2021-02-09 15:40,,,,330.00,10.00,,30.20,,4.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091540Z AUTO 33010KT 4SM -DZ BR OVC004 M01/M02 A3020 RMK T10101020 MADISHF
DFW,2021-02-09 15:45,,,,340.00,11.00,,30.20,,5.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091545Z AUTO 34011KT 5SM -DZ BR OVC004 M01/M02 A3020 RMK T10101020 MADISHF
DFW,2021-02-09 15:50,,,,340.00,11.00,,30.20,,5.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091550Z AUTO 34011KT 5SM -DZ BR OVC004 M01/M02 A3020 RMK T10101020 MADISHF
DFW,2021-02-09 15:53,30.00,28.90,95.61,340.00,11.00,T,30.20,1022.90,5.00,,OVC,,,,500.00,,,,-DZ BR,,,,,,,19.94,KDFW 091553Z 34011KT 5SM -DZ BR OVC005 M01/M02 A3020 RMK AO2 SLP229 P0000 T10111017
DFW,2021-02-09 15:55,,,,340.00,11.00,,30.20,,6.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091555Z AUTO 34011KT 6SM -DZ BR OVC004 M01/M02 A3020 RMK T10101020 MADISHF
DFW,2021-02-09 16:00,,,,340.00,11.00,,30.20,,6.00,,OVC,,,,499.00,,,,-DZ BR,,,,,,,,KDFW 091600Z AUTO 34011KT 6SM -DZ BR OVC004 M01/M02 A3020 RMK T10101020 MADISHF
DFW,2021-02-09 16:05,,,,330.00,10.00,,30.20,,7.00,,OVC,,,,600.00,,,,-DZ,,,,,,,,KDFW 091605Z AUTO 33010KT 7SM -DZ OVC006 M01/M02 A3020 RMK T10101020 MADISHF
DFW,2021-02-09 16:10,,,,330.00,11.00,,30.20,,8.00,,OVC,,,,600.00,,,,-DZ,,,,,,,,KDFW 091610Z AUTO 33011KT 8SM -DZ OVC006 M01/M02 A3020 RMK T10101020 MADISHF
DFW,2021-02-09 16:15,,,,330.00,10.00,,30.21,,8.00,,OVC,,,,600.00,,,,-DZ,,,,,,,,KDFW 091615Z AUTO 33010KT 8SM -DZ OVC006 M01/M02 A3020 RMK T10101020 MADISHF
DFW,2021-02-09 16:20,,,,340.00,11.00,,30.21,,9.00,,OVC,,,,600.00,,,,-DZ,,,,,,,,KDFW 091620Z AUTO 34011KT 9SM -DZ OVC006 M01/M02 A3020 RMK T10101020 MADISHF
DFW,2021-02-09 16:25,,,,340.00,11.00,,30.21,,10.00,,OVC,,,,600.00,,,,,,,,,,,,KDFW 091625Z AUTO 34011KT 10SM OVC006 M01/M02 A3020 RMK T10101020 MADISHF
DFW,2021-02-09 16:30,,,,340.00,11.00,,30.21,,10.00,,OVC,,,,600.00,,,,,,,,,,,,KDFW 091630Z AUTO 34011KT 10SM OVC006 M01/M02 A3020 RMK T10101020 MADISHF
DFW,2021-02-09 16:35,,,,350.00,10.00,,30.21,,10.00,,OVC,,,,600.00,,,,,,,,,,,,KDFW 091635Z AUTO 35010KT 10SM OVC006 M01/M02 A3020 RMK T10101020 MADISHF
DFW,2021-02-09 16:40,,,,350.00,11.00,,30.21,,10.00,,OVC,,,,600.00,,,,,,,,,,,,KDFW 091640Z AUTO 35011KT 10SM OVC006 M01/M02 A3020 RMK T10101020 MADISHF
DFW,2021-02-09 16:45,,,,340.00,11.00,,30.21,,10.00,,OVC,,,,600.00,,,,,,,,,,,,KDFW 091645Z AUTO 34011KT 10SM OVC006 M01/M02 A3020 RMK T10101020 MADISHF
DFW,2021-02-09 16:50,,,,340.00,11.00,,30.21,,10.00,,OVC,,,,700.00,,,,,,,,,,,,KDFW 091650Z AUTO 34011KT 10SM OVC007 M01/M02 A3020 RMK T10101020 MADISHF
DFW,2021-02-09 16:53,30.90,28.90,92.18,350.00,10.00,T,30.21,1023.00,10.00,,OVC,,,,700.00,,,,,,,,,,,21.59,KDFW 091653Z 35010KT 10SM OVC007 M01/M02 A3021 RMK AO2 DZE21 SLP230 P0000 T10061017
DFW,2021-02-09 16:55,,,,340.00,10.00,,30.21,,10.00,,OVC,,,,700.00,,,,,,,,,,,,KDFW 091655Z AUTO 34010KT 10SM OVC007 M01/M02 A3020 RMK T10101020 MADISHF
DFW,2021-02-09 17:00,,,,330.00,11.00,,30.21,,10.00,,OVC,,,,700.00,,,,,,,,,,,,KDFW 091700Z AUTO 33011KT 10SM OVC007 M01/M02 A3020 RMK T10101020 MADISHF
DFW,2021-02-09 17:05,,,,340.00,10.00,,30.21,,10.00,,OVC,,,,700.00,,,,,,,,,,,,KDFW 091705Z AUTO 34010KT 10SM OVC007 00/M02 A3020 RMK T00001020 MADISHF
DFW,2021-02-09 17:10,,,,10.00,5.00,,30.21,,10.00,,OVC,,,,700.00,,,,,,,,,,,,KDFW 091710Z AUTO 01005KT 10SM OVC007 A3020 RMK T1010 MADISHF
DFW,2021-02-09 17:15,,,,350.00,11.00,,30.21,,10.00,,OVC,,,,700.00,,,,,,,,,,,,KDFW 091715Z AUTO 35011KT 10SM OVC007 A3020 RMK T0000 MADISHF
DFW,2021-02-09 17:20,,,,350.00,11.00,,30.20,,10.00,,OVC,,,,700.00,,,,,,,,,,,,KDFW 091720Z AUTO 35011KT 10SM OVC007 00/M02 A3020 RMK T00001020 MADISHF
DFW,2021-02-09 17:25,,,,340.00,11.00,,30.21,,10.00,,OVC,,,,800.00,,,,,,,,,,,,KDFW 091725Z AUTO 34011KT 10SM OVC008 00/M02 A3020 RMK T00001020 MADISHF
DFW,2021-02-09 17:30,,,,330.00,11.00,,30.20,,10.00,,OVC,,,,800.00,,,,,,,,,,,,KDFW 091730Z AUTO 33011KT 10SM OVC008 00/M02 A3020 RMK T00001020 MADISHF
DFW,2021-02-09 17:35,,,,350.00,11.00,,30.20,,10.00,,OVC,,,,700.00,,,,,,,,,,,,KDFW 091735Z AUTO 35011KT 10SM OVC007 00/M02 A3020 RMK T00001020 MADISHF
DFW,2021-02-09 17:40,,,,340.00,11.00,,30.20,,10.00,,OVC,,,,700.00,,,,,,,,,,,,KDFW 091740Z AUTO 34011KT 10SM OVC007 00/M02 A3020 RMK T00001020 MADISHF
DFW,2021-02-09 17:45,,,,340.00,11.00,,30.20,,10.00,,OVC,,,,700.00,,,,,,,,,,,,KDFW 091745Z AUTO 34011KT 10SM OVC007 00/M02 A3020 RMK T00001020 MADISHF
DFW,2021-02-09 17:50,,,,330.00,11.00,,30.20,,10.00,,OVC,,,,700.00,,,,,,,,,,,,KDFW 091750Z AUTO 33011KT 10SM OVC007 00/M02 A3020 RMK T00001020 MADISHF
DFW,2021-02-09 17:53,32.00,28.00,84.98,340.00,12.00,0.00,30.20,1022.80,10.00,,OVC,,,,700.00,,,,,,,0.01,,,,22.00,KDFW 091753Z 34012KT 10SM OVC007 00/M02 A3020 RMK AO2 SLP228 60000 I6001 T00001022 10000 21011 50007
DFW,2021-02-09 17:55,,,,340.00,11.00,,30.20,,10.00,,OVC,,,,700.00,,,,,,,,,,,,KDFW 091755Z AUTO 34011KT 10SM OVC007 00/M02 A3020 RMK T00001020 MADISHF
DFW,2021-02-09 18:00,,,,360.00,11.00,,30.20,,10.00,,OVC,,,,700.00,,,,,,,,,,,,KDFW 091800Z AUTO 36011KT 10SM OVC007 00/M02 A3020 RMK T00001020 MADISHF
DFW,2021-02-09 18:05,,,,350.00,11.00,,30.19,,10.00,,OVC,,,,700.00,,,,,,,,,,,,KDFW 091805Z AUTO 35011KT 10SM OVC007 00/M02 A3019 RMK T00001020 MADISHF
DFW,2021-02-09 18:10,,,,350.00,13.00,,30.19,,10.00,,OVC,,,,700.00,,,,,,,,,,,,KDFW 091810Z AUTO 35013KT 10SM OVC007 01/M02 A3019 RMK T00101020 MADISHF
DFW,2021-02-09 18:15,,,,340.00,11.00,,30.19,,10.00,,OVC,,,,800.00,,,,,,,,,,,,KDFW 091815Z AUTO 34011KT 10SM OVC008 00/M02 A3019 RMK T00001020 MADISHF
DFW,2021-02-09 18:20,,,,340.00,11.00,,30.19,,10.00,,OVC,,,,800.00,,,,,,,,,,,,KDFW 091820Z AUTO 34011KT 10SM OVC008 01/M02 A3019 RMK T00101020 MADISHF
DFW,2021-02-09 18:25,,,,350.00,11.00,,30.18,,10.00,,OVC,,,,800.00,,,,,,,,,,,,KDFW 091825Z AUTO 35011KT 10SM OVC008 01/M02 A3018 RMK T00101020 MADISHF
DFW,2021-02-09 18:30,,,,340.00,11.00,,30.18,,10.00,,OVC,,,,800.00,,,,,,,,,,,,KDFW 091830Z AUTO 34011KT 10SM OVC008 01/M02 A3018 RMK T00101020 MADISHF
DFW,2021-02-09 18:35,,,,340.00,11.00,,30.18,,10.00,,OVC,,,,800.00,,,,,,,,,,,,KDFW 091835Z AUTO 34011KT 10SM OVC008 01/M02 A3018 RMK T00101020 MADISHF
DFW,2021-02-09 18:40,,,,340.00,11.00,,30.18,,10.00,,OVC,,,,800.00,,,,,,,,,,,,KDFW 091840Z AUTO 34011KT 10SM OVC008 01/M02 A3018 RMK T00101020 MADISHF
DFW,2021-02-09 18:45,,,,340.00,11.00,,30.18,,10.00,,OVC,,,,800.00,,,,,,,,,,,,KDFW 091845Z AUTO 34011KT 10SM OVC008 01/M02 A3018 RMK T00101020 MADISHF
DFW,2021-02-09 18:50,,,,340.00,10.00,,30.18,,10.00,,OVC,,,,800.00,,,,,,,,,,,,KDFW 091850Z AUTO 34010KT 10SM OVC008 01/M02 A3018 RMK T00101020 MADISHF
DFW,2021-02-09 18:53,33.10,28.90,84.36,340.00,10.00,0.00,30.17,1021.90,10.00,,OVC,,,,800.00,,,,,,,,,,,24.35,KDFW 091853Z 34010KT 10SM OVC008 01/M02 A3017 RMK AO2 SLP219 T00061017
DFW,2021-02-09 18:55,,,,360.00,11.00,,30.17,,10.00,,OVC,,,,800.00,,,,,,,,,,,,KDFW 091855Z AUTO 36011KT 10SM OVC008 01/M02 A3017 RMK T00101020 MADISHF
DFW,2021-02-09 19:00,,,,340.00,11.00,,30.17,,10.00,,OVC,,,,800.00,,,,,,,,,,,,KDFW 091900Z AUTO 34011KT 10SM OVC008 01/M02 A3017 RMK T00101020 MADISHF
DFW,2021-02-09 19:05,,,,340.00,11.00,,30.17,,10.00,,OVC,,,,800.00,,,,,,,,,,,,KDFW 091905Z AUTO 34011KT 10SM OVC008 01/M02 A3017 RMK T00101020 MADISHF
DFW,2021-02-09 19:10,,,,360.00,11.00,,30.17,,10.00,,OVC,,,,800.00,,,,,,,,,,,,KDFW 091910Z AUTO 36011KT 10SM OVC008 01/M02 A3017 RMK T00101020 MADISHF
DFW,2021-02-09 19:15,,,,360.00,10.00,,30.16,,10.00,,OVC,,,,800.00,,,,,,,,,,,,KDFW 091915Z AUTO 36010KT 10SM OVC008 01/M02 A3015 RMK T00101020 MADISHF
DFW,2021-02-09 19:20,,,,350.00,8.00,,30.16,,10.00,,OVC,,,,900.00,,,,,,,,,,,,KDFW 091920Z AUTO 35008KT 10SM OVC009 01/M02 A3015 RMK T00101020 MADISHF
DFW,2021-02-09 19:25,,,,330.00,9.00,,30.16,,10.00,,OVC,,,,900.00,,,,,,,,,,,,KDFW 091925Z AUTO 33009KT 10SM OVC009 01/M02 A3015 RMK T00101020 MADISHF
DFW,2021-02-09 19:30,,,,340.00,10.00,,30.16,,10.00,,OVC,,,,900.00,,,,,,,,,,,,KDFW 091930Z AUTO 34010KT 10SM OVC009 01/M02 A3015 RMK T00101020 MADISHF
DFW,2021-02-09 19:35,,,,330.00,10.00,,30.15,,10.00,,OVC,,,,900.00,,,,,,,,,,,,KDFW 091935Z AUTO 33010KT 10SM OVC009 01/M02 A3014 RMK T00101020 MADISHF
DFW,2021-02-09 19:40,,,,340.00,9.00,,30.15,,10.00,,OVC,,,,900.00,,,,,,,,,,,,KDFW 091940Z AUTO 34009KT 10SM OVC009 01/M02 A3014 RMK T00101020 MADISHF
DFW,2021-02-09 19:45,,,,350.00,10.00,,30.15,,10.00,,OVC,,,,900.00,,,,,,,,,,,,KDFW 091945Z AUTO 35010KT 10SM OVC009 01/M02 A3014 RMK T00101020 MADISHF
DFW,2021-02-09 19:50,,,,360.00,10.00,,30.15,,10.00,,OVC,,,,900.00,,,,,,,,,,,,KDFW 091950Z AUTO 36010KT 10SM OVC009 01/M02 A3014 RMK T00101020 MADISHF
DFW,2021-02-09 19:53,34.00,28.00,78.43,350.00,10.00,0.00,30.15,1021.20,10.00,,OVC,,,,900.00,,,,,,,,,,,25.48,KDFW 091953Z 35010KT 10SM OVC009 01/M02 A3015 RMK AO2 SLP212 T00111022
DFW,2021-02-09 19:55,,,,340.00,10.00,,30.15,,10.00,,OVC,,,,900.00,,,,,,,,,,,,KDFW 091955Z AUTO 34010KT 10SM OVC009 01/M02 A3014 RMK T00101020 MADISHF
DFW,2021-02-09 20:00,,,,10.00,9.00,,30.15,,10.00,,OVC,,,,900.00,,,,,,,,,,,,KDFW 092000Z AUTO 01009KT 10SM OVC009 01/M02 A3014 RMK T00101020 MADISHF
DFW,2021-02-09 20:05,,,,10.00,9.00,,30.15,,10.00,,OVC,,,,1100.00,,,,,,,,,,,,KDFW 092005Z AUTO 01009KT 10SM OVC011 01/M02 A3014 RMK T00101020 MADISHF
DFW,2021-02-09 20:08,34.00,28.00,78.43,360.00,10.00,0.00,30.15,,10.00,,OVC,,,,1100.00,,,,,,,,,,,25.48,KDFW 092008Z 36010KT 10SM OVC011 01/M02 A3015 RMK AO2 T00111022
DFW,2021-02-09 20:10,,,,350.00,11.00,,30.15,,10.00,,OVC,,,,1100.00,,,,,,,,,,,,KDFW 092010Z AUTO 35011KT 10SM OVC011 01/M02 A3014 RMK T00101020 MADISHF
DFW,2021-02-09 20:15,,,,350.00,10.00,,30.15,,10.00,,OVC,,,,1100.00,,,,,,,,,,,,KDFW 092015Z AUTO 35010KT 10SM OVC011 01/M02 A3014 RMK T00101020 MADISHF
DFW,2021-02-09 20:20,,,,350.00,9.00,,30.15,,10.00,,OVC,,,,1100.00,,,,,,,,,,,,KDFW 092020Z AUTO 35009KT 10SM OVC011 01/M02 A3014 RMK T00101020 MADISHF
DFW,2021-02-09 20:25,,,,360.00,11.00,,30.15,,10.00,,OVC,,,,1100.00,,,,,,,,,,,,KDFW 092025Z AUTO 36011KT 10SM OVC011 01/M02 A3014 RMK T00101020 MADISHF
DFW,2021-02-09 20:30,,,,10.00,8.00,,30.15,,10.00,,OVC,,,,1100.00,,,,,,,,,,,,KDFW 092030Z AUTO 01008KT 10SM OVC011 01/M02 A3014 RMK T00101020 MADISHF
DFW,2021-02-09 20:35,,,,350.00,9.00,,30.15,,10.00,,OVC,,,,1100.00,,,,,,,,,,,,KDFW 092035Z AUTO 35009KT 10SM OVC011 01/M02 A3014 RMK T00101020 MADISHF
DFW,2021-02-09 20:40,,,,350.00,10.00,,30.15,,10.00,,OVC,,,,1100.00,,,,,,,,,,,,KDFW 092040Z AUTO 35010KT 10SM OVC011 01/M02 A3014 RMK T00101020 MADISHF
DFW,2021-02-09 20:45,,,,350.00,8.00,,30.15,,10.00,,OVC,,,,1100.00,,,,,,,,,,,,KDFW 092045Z AUTO 35008KT 10SM OVC011 01/M02 A3014 RMK T00101020 MADISHF
DFW,2021-02-09 20:50,,,,340.00,10.00,,30.15,,10.00,,OVC,,,,1200.00,,,,,,,,,,,,KDFW 092050Z AUTO 34010KT 10SM OVC012 01/M02 A3014 RMK T00101020 MADISHF
DFW,2021-02-09 20:53,34.00,28.00,78.43,340.00,10.00,0.00,30.15,1021.20,10.00,,OVC,,,,1200.00,,,,,,,,,,,25.48,KDFW 092053Z 34010KT 10SM OVC012 01/M02 A3015 RMK AO2 SLP212 T00111022 56017
DFW,2021-02-09 20:55,,,,350.00,9.00,,30.15,,10.00,,OVC,,,,1200.00,,,,,,,,,,,,KDFW 092055Z AUTO 35009KT 10SM OVC012 01/M02 A3014 RMK T00101020 MADISHF
DFW,2021-02-09 21:00,,,,350.00,9.00,,30.15,,10.00,,OVC,,,,1200.00,,,,,,,,,,,,KDFW 092100Z AUTO 35009KT 10SM OVC012 01/M02 A3014 RMK T00101020 MADISHF
DFW,2021-02-09 21:05,,,,350.00,11.00,,30.14,,10.00,,OVC,,,,1200.00,,,,,,,,,,,,KDFW 092105Z AUTO 35011KT 10SM OVC012 02/M02 A3013 RMK T00201020 MADISHF
DFW,2021-02-09 21:10,,,,360.00,10.00,,30.14,,10.00,,OVC,,,,1200.00,,,,,,,,,,,,KDFW 092110Z AUTO 36010KT 10SM OVC012 01/M02 A3013 RMK T00101020 MADISHF
DFW,2021-02-09 21:15,,,,350.00,11.00,,30.14,,10.00,,OVC,,,,1200.00,,,,,,,,,,,,KDFW 092115Z AUTO 35011KT 10SM OVC012 02/M02 A3013 RMK T00201020 MADISHF
DFW,2021-02-09 21:20,,,,350.00,10.00,,30.14,,10.00,15.00,OVC,,,,1200.00,,,,,,,,,,,,KDFW 092120Z AUTO 35010G15KT 10SM OVC012 02/M02 A3013 RMK T00201020 MADISHF
DFW,2021-02-09 21:25,,,,350.00,11.00,,30.14,,10.00,,OVC,,,,1400.00,,,,,,,,,,,,KDFW 092125Z AUTO 35011KT 10SM OVC014 02/M02 A3013 RMK T00201020 MADISHF
DFW,2021-02-09 21:30,,,,360.00,11.00,,30.14,,10.00,,OVC,,,,1400.00,,,,,,,,,,,,KDFW 092130Z AUTO 36011KT 10SM OVC014 02/M02 A3013 RMK T00201020 MADISHF
DFW,2021-02-09 21:35,,,,360.00,10.00,,30.14,,10.00,,OVC,,,,1200.00,,,,,,,,,,,,KDFW 092135Z AUTO 36010KT 10SM OVC012 01/M02 A3013 RMK T00101020 MADISHF
DFW,2021-02-09 21:40,,,,350.00,11.00,,30.14,,10.00,,OVC,,,,1200.00,,,,,,,,,,,,KDFW 092140Z AUTO 35011KT 10SM OVC012 01/M02 A3013 RMK T00101020 MADISHF
DFW,2021-02-09 21:45,,,,10.00,11.00,,30.14,,10.00,,OVC,,,,1200.00,,,,,,,,,,,,KDFW 092145Z AUTO 01011KT 10SM OVC012 01/M02 A3013 RMK T00101020 MADISHF
DFW,2021-02-09 21:50,,,,350.00,11.00,,30.14,,10.00,,BKN,OVC,,,1200.00,1699.00,,,,,,,,,,,KDFW 092150Z AUTO 35011KT 10SM BKN012 OVC016 01/M02 A3013 RMK T00101020 MADISHF
DFW,2021-02-09 21:53,33.10,28.00,81.30,360.00,11.00,0.00,30.14,1020.80,10.00,,OVC,,,,1200.00,,,,,,,,,,,23.86,KDFW 092153Z 36011KT 10SM OVC012 01/M02 A3014 RMK AO2 SLP208 T00061022
DFW,2021-02-09 21:55,,,,350.00,11.00,,30.14,,10.00,,OVC,,,,1200.00,,,,,,,,,,,,KDFW 092155Z AUTO 35011KT 10SM OVC012 01/M02 A3013 RMK T00101020 MADISHF
DFW,2021-02-09 22:00,,,,360.00,11.00,,30.14,,10.00,,OVC,,,,999.00,,,,,,,,,,,,KDFW 092200Z AUTO 36011KT 10SM OVC009 01/M02 A3013 RMK T00101020 MADISHF
DFW,2021-02-09 22:05,,,,360.00,11.00,,30.14,,10.00,,OVC,,,,999.00,,,,,,,,,,,,KDFW 092205Z AUTO 36011KT 10SM OVC009 01/M02 A3013 RMK T00101020 MADISHF
DFW,2021-02-09 22:10,,,,360.00,10.00,,30.14,,10.00,,OVC,,,,999.00,,,,,,,,,,,,KDFW 092210Z AUTO 36010KT 10SM OVC009 01/M02 A3013 RMK T00101020 MADISHF
DFW,2021-02-09 22:15,,,,360.00,9.00,,30.14,,10.00,,OVC,,,,999.00,,,,,,,,,,,,KDFW 092215Z AUTO 36009KT 10SM OVC009 01/M02 A3013 RMK T00101020 MADISHF
